interval,hitsperOccupL3(KB)
0,17.973557692307693
1,26.09375
2,95.576171875
3,12.479166666666666
4,23.243243243243242
5,243.19427339901478
6,162.31589147286823
7,76.15246212121212
8,67.92408288043478
9,240.59375
10,0.8394607843137255
11,137.33682345360825
12,330.2489837398374
13,110.12524801587301
14,73.04734141791045
15,117.88354316546763
16,197.41260593220338
17,140.85366379310344
18,56.16817434210526
19,71.58224693251533
20,129.56183510638297
21,340.947662601626
22,164.89442567567568
23,71.28712406015038
24,72.60560993975903
25,486.3365963855422
26,854.6002906976744
27,123.193115234375
28,83.43698770491804
29,109.13429588607595
30,276.8232142857143
31,170.0292174796748
32,49.80740870786517
33,274.0880503144654
34,156.7652376033058
35,261.759692513369
36,530.5320247933885
37,591.3503086419753
38,93.61065821256038
39,778.7630208333334
40,262.98806179775283
41,816.4144736842105
42,166.72385204081633
43,142.18185975609757
44,177.9229525862069
45,2253.5555555555557
46,265.46745867768595
47,153.00965073529412
48,73.75575657894737
49,393.22256787330315
50,281.1336678832117
51,118.56173155737704
52,74.96897321428571
53,1003.90625
54,284.4824660633484
55,985.591856060606
56,147.42791666666668
57,442.89473684210526
58,172.5969929245283
59,405.69032485875704
60,292.11010514018693
61,310.7185039370079
62,108.2875
63,843.8403925619834
64,268.1805203045685
65,804.6290650406504
66,109.3785782442748
67,59.230030487804875
68,494.1352370689655
69,2058.7682481751826
70,232.409
71,699.1044776119403
72,59.46259014423077
73,609.2392418032787
74,550.3239889705883
75,123.09735576923077
76,109.15648854961832
77,596.6027046783626
78,149.39243027888446
79,686.1701127819549
80,197.11387711864407
81,376.3880208333333
82,140.63374125874125
83,138.52819400630915
84,439.79464285714283
85,160.46875
86,99.93061155913979
87,886.4488636363636
88,260.2331081081081
89,719.3983208955224
90,76.19114583333334
91,83.628125
92,236.03035714285716
93,2024.580357142857
94,196.18700787401573
95,114.84814453125
96,121.68324829931973
97,395.0530389908257
98,261.3857581967213
99,94.31866197183099
100,91.50941780821918
101,1165.9615384615386
102,209.5281374501992
103,670.7214095744681
104,74.524
105,79.41484375
106,179.4327380952381
107,352.65861742424244
108,145.60911458333334
109,336.570060483871
110,78.32417385057471
111,210.88474025974025
112,211.72217153284672
113,413.9523565573771
114,84.96849173553719
115,117.86458333333333
116,323.7966720779221
117,889.3193855932203
118,90.97715336134453
119,203.18859011627907
120,127.41177721088435
121,325.89785447761193
122,126.33505639097744
123,85.39942226890756
124,138.5546195652174
125,208.48772321428572
126,96.25880681818182
127,112.5320652173913
128,66.92292837078652
129,780.9861111111111
130,355.42151162790697
131,233.65701219512195
132,86.27421875
133,115.625732421875
134,235.26973684210526
