interval,hitsperOccupL3(KB)
0,247.98958333333334
1,140.1171875
2,74.85729166666667
3,154.55078125
4,73.1625
5,91.96875
6,54.138392857142854
7,62.051339285714285
8,81.88671875
9,95.63392857142857
10,111.63701923076923
11,48.410714285714285
12,96.22426470588235
13,115.46666666666667
14,67.99448529411765
15,86.07932692307692
16,67.3671875
17,43.81960227272727
18,98.68885869565217
19,6054.3875
20,8322.622767857143
21,2390.0841346153848
22,89.89603960396039
23,262.80833333333334
24,107.28693181818181
25,74.525390625
26,107.76086956521739
27,45.236111111111114
28,54.326822916666664
29,125.4971590909091
30,87.56009615384616
31,81.85044642857143
32,133.93402777777777
33,107.01136363636364
34,61.33717105263158
35,160.89889705882354
36,469.05
37,171.13839285714286
38,195.90104166666666
39,253.96875
40,450.85
41,290.6171875
42,76.67100694444444
43,106.70052083333333
44,238.5375
45,260.0104166666667
46,68.13888888888889
47,165.10714285714286
48,92.55288461538461
49,170.10044642857142
50,117.5345394736842
51,153.05625
52,218.01953125
53,154.466796875
54,149.51875
55,60.93333333333333
56,242.8030303030303
57,12236.857638888889
58,8743.779761904761
59,11179.736842105263
60,10900.359375
61,9483.926630434782
62,8219.81534090909
63,956.0479166666667
64,59.406032986111114
65,244.0354938271605
66,36.49813432835821
67,3660.8125
68,65.70446428571428
69,8745.099431818182
70,7651.372282608696
71,6997.6875
72,7294.633620689655
73,26962.946428571428
74,59.465625
75,164.80717054263565
76,93.130615234375
77,351.86778846153845
78,91.85661764705883
79,108.57824074074074
80,103.82272727272728
81,110.47529069767442
82,92.82094594594595
83,71.2099358974359
84,226.75110294117647
85,47.15343237704918
86,327.3238636363636
87,114.65104166666667
88,165.46946022727272
89,55.17455110497237
90,73.53987068965517
91,1216.8255208333333
92,73.7609011627907
93,136.7124060150376
94,377.0104166666667
95,40.592213114754095
96,51.30909090909091
97,81.05048076923077
98,77.60189260563381
99,97.04288321167883
100,2796.94375
101,90.06125
102,93.859272875817
103,52.63530927835052
