,Workload,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,ANTT:mean,ANTT:std,STP:mean,STP:std
1,bwaves-dealII-h264ref-hmmer-wrf-ep.C-ft.C-sp.B,17.2156766667,0.0206134123004,758856203.333,16944236.5926,1.25458692359,0.00587040935107,6.37868761235,0.0295902749088
2,bwaves-gobmk-gromacs-namd-tonto-bt.B-cg.B-cg.C,15.6457033333,0.01760977948,11870938883.3,22452170.1624,1.24274663901,0.01413544295,6.44033721146,0.0769148266705
3,astar-gobmk-h264ref-leslie3d-namd-tonto-zeusmp-bt.C,15.9029013333,0.0589963953221,503634836.667,56010656.1189,1.24807002568,0.00692480906944,6.41094996958,0.0360422017298
4,calculix-gobmk-milc-wrf-bt.C-cg.C-ep.C-ua.B,15.1732066667,0.0483038387018,5852156473.33,23639987.5316,1.28349654912,0.0109647648139,6.23692618468,0.0516770991862
5,bwaves-gobmk-perlbench-ep.B-ep.C-ft.C-sp.B-ua.B,15.82687,0.0336577678008,810390890.0,35992980.2416,1.30563594888,0.00549425263836,6.14295986209,0.026049860772
6,xalancbmk-bwaves-calculix-dealII-gromacs-leslie3d-sjeng-cg.B,14.6040843333,0.0477590010783,7116342400.0,60078203.9331,1.41603334077,0.0142530150173,5.91214700107,0.068181598642
7,lu.C-bzip2-dealII-gromacs-leslie3d-milc-ep.B-ft.B,14.9078096667,0.0635974624022,1030088863.33,65689444.7459,1.37876791231,0.0103652010338,5.83705452805,0.0421825765045
8,libquantum-hmmer-milc-sjeng-ep.B-ep.C-ft.B-mg.C,14.9240813333,0.0297741163821,457092800.0,13623130.7533,1.34346329692,0.00725920463795,5.99849351775,0.0295152458603
9,sp.C-astar-gamess-gobmk-h264ref-povray-bt.C-ft.B,17.7934416667,0.0388896073007,660371006.667,28113520.7272,1.23944538407,0.00725048644167,6.45899435401,0.0386961774449
10,sphinx3-bwaves-bzip2-gobmk-povray-zeusmp-bt.C-cg.C,14.4510066667,0.0249868398696,6534396066.67,24530696.0247,1.30554868488,0.0099584940768,6.14380813923,0.0485794162236
11,dc.B-sp.C-astar-perlbench-sjeng-tonto-wrf-bt.C,16.7428513333,0.0230268716069,966814646.667,31992617.4363,1.26681639797,0.00561116292733,6.32477524773,0.0291075041839
12,soplex-lu.C-calculix-tonto-wrf-zeusmp-ep.B-ep.C,14.7027366667,0.0186747735372,1288802700.0,6871593.8921,1.30422475678,0.00446350503627,6.17070187882,0.0217599106703
13,lu.C-sp.C-gobmk-h264ref-hmmer-leslie3d-povray-tonto,16.1528966667,0.0370462278782,516054640.0,51473354.0953,1.31769922308,0.00692629718111,6.07645009081,0.0315856079505
14,sphinx3-omnetpp-calculix-gobmk-gromacs-h264ref-leslie3d-ep.B,14.023418,0.0172228537705,1903029226.67,16965321.3453,1.32778640291,0.00700572812167,6.08344425674,0.0323759519169
15,xalancbmk-mcf-bzip2-calculix-gobmk-milc-ft.C-mg.C,12.5785826667,0.0259142262088,2288129866.67,12704488.2994,1.63657203425,0.00934149604258,5.30047635389,0.0315666908078
16,libquantum-dc.B-lu.C-astar-gamess-hmmer-povray-bt.B,15.5931773333,0.0404475194295,826728870.0,14909051.4999,1.32447169962,0.00624949324792,6.06165743943,0.0291214084388
