,Workload,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,ANTT:mean,ANTT:std,STP:mean,STP:std
17,sphinx3-mcf-sp.C-astar-bwaves-dealII-gamess-milc,12.6458246667,0.0866144626491,1852929000.0,162072459.125,1.55083954942,0.0124484038979,5.36795234816,0.0448857280801
18,xalancbmk-mcf-lu.C-astar-h264ref-leslie3d-povray-cg.C,11.851976,0.0233302349038,7293343980.0,21430464.3518,1.63080755823,0.0111978011048,5.30923873195,0.0432440657099
19,xalancbmk-lu.B-lu.C-astar-calculix-dealII-gromacs-wrf,14.7248263333,0.0524293530382,1079457200.0,32984690.784,1.45567334781,0.00734498596414,5.76156393339,0.0320176828514
20,libquantum-lbm-lu.C-gamess-gobmk-leslie3d-namd-povray,15.73033,0.0673240724655,538417723.333,40872924.1009,1.42369548054,0.00798110466007,5.64621210909,0.0318008301774
21,soplex-libquantum-lu.B-sp.C-calculix-gobmk-perlbench-bt.B,15.6005963333,0.049188928551,1455452500.0,98421698.6807,1.49648011352,0.00774794044013,5.46428644702,0.0314291188986
22,xalancbmk-sphinx3-soplex-sp.C-dealII-gamess-zeusmp-bt.B,15.15448,0.0442479826018,1906257700.0,49260410.3275,1.55792611691,0.00885070981733,5.43523967655,0.0327246680286
23,soplex-dc.B-lu.B-lu.C-bwaves-gamess-gromacs-cg.C,12.8629823333,0.079392105,7438794533.33,99530656.9319,1.62949953187,0.0136266769889,5.08413351538,0.0441860264627
24,sphinx3-libquantum-lbm-sp.C-bzip2-gromacs-hmmer-leslie3d,12.8324,0.0508623914761,1166094856.67,66337749.3873,1.63821206887,0.0123657917258,5.01012023443,0.0356403837787
25,xalancbmk-omnetpp-libquantum-sp.C-astar-gobmk-gromacs-milc,10.9418326667,0.0795090888767,1995506266.67,125096744.695,1.67900986906,0.0110530335512,5.18047012752,0.0382361435041
26,xalancbmk-soplex-omnetpp-mcf-sp.C-bwaves-dealII-gamess,12.2820523333,0.0344109336113,3495172700.0,51390950.1315,1.82537101267,0.0100088796286,4.82798013686,0.0286722586646
27,soplex-dc.B-lu.B-lu.C-sp.C-astar-h264ref-leslie3d,11.4114376667,0.0703190477325,1922322833.33,74169229.5873,1.79197475545,0.0118236309843,4.68982946727,0.0362795545695
28,sphinx3-omnetpp-mcf-lbm-dc.B-dealII-leslie3d-namd,12.2117223333,0.0421832497958,2839186890.0,27013446.4761,1.67660384773,0.0112141128297,5.04866503114,0.0319500100322
29,xalancbmk-sphinx3-lbm-dc.B-sp.C-bzip2-leslie3d-povray,12.076658,0.0973543276456,1492676130.0,148840107.682,1.86589751391,0.0173746438567,4.76061359476,0.0441426163779
30,xalancbmk-soplex-mcf-dc.B-lu.C-astar-bzip2-dealII,9.86216233333,0.0402959221551,3477374700.0,34945276.9843,1.67608693637,0.00987538602965,5.05603754665,0.03230271838
31,soplex-omnetpp-mcf-lbm-lu.B-lu.C-calculix-milc,8.579744,0.0669808961695,2994812466.67,52065683.476,2.47827063393,0.0242704329714,3.70169130075,0.0306676977599
32,xalancbmk-libquantum-lbm-lu.B-lu.C-sp.C-calculix-gamess,12.489291,0.0647402012586,1216229666.67,93730563.4204,2.30260750621,0.0182569229617,4.22319662697,0.0313666063382
33,xalancbmk-omnetpp-mcf-lbm-dc.B-lu.C-astar-gamess,9.86772966667,0.0258785039624,3011862500.0,28900454.2428,1.91032054467,0.0097604789431,4.67509461096,0.024668382528
34,xalancbmk-sphinx3-omnetpp-dc.B-lu.C-sp.C-bzip2-calculix,11.626188,0.0503049510188,2656735900.0,36201742.5859,1.80702179682,0.0118760369857,4.81287976997,0.037059154439
35,xalancbmk-sphinx3-soplex-dc.B-lu.C-sp.C-bwaves-bzip2,10.3798266667,0.0443325432799,2350899066.67,50519969.9638,2.1121762933,0.0120374556099,4.26683845638,0.0309078069546
36,xalancbmk-sphinx3-omnetpp-mcf-libquantum-dc.B-sp.C-bwaves,10.043171,0.0742438122517,3125385766.67,102579627.275,2.23774896312,0.0135645770787,4.07343067914,0.0322724515616
37,xalancbmk-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.29538033333,0.0411104815832,2550521866.67,36203077.4539,2.37777723663,0.0131053110705,3.94619166059,0.0248109591197
38,xalancbmk-sphinx3-soplex-omnetpp-libquantum-lbm-sp.C-astar,9.12622633333,0.0675940109526,2334625333.33,82452619.1861,2.29511562855,0.0156685094622,4.04497419424,0.0344270437102
39,sphinx3-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.448743,0.0670896622265,2682590866.67,70420453.5087,2.19536605958,0.0176965438006,3.98687447362,0.0338150760333
40,xalancbmk-mcf-lbm-dc.B-lu.B-lu.C-sp.C-bzip2,8.49827966667,0.0506964481399,2309009933.33,59529660.6952,2.76821071969,0.0193132839043,3.46686560659,0.0291965085697
41,sphinx3-soplex-omnetpp-lbm-dc.B-lu.B-lu.C-sp.C,8.20322266667,0.0301746864772,2746697566.67,39063107.9628,2.68033909594,0.0226050017054,3.24882688969,0.0216029750741
42,sphinx3-soplex-omnetpp-libquantum-dc.B-lu.B-lu.C-sp.C,9.503588,0.0487662057919,2841773733.33,74946619.1871,2.39102772346,0.0241704892864,3.59912813859,0.0268732648622
43,soplex-mcf-libquantum-lbm-dc.B-lu.B-lu.C-sp.C,7.97545833333,0.0339506971602,2593047566.67,42135999.5967,2.971855389,0.0203060032721,3.04446374541,0.0202155685369
44,xalancbmk-sphinx3-omnetpp-libquantum-lbm-dc.B-lu.B-lu.C,8.37748466667,0.0286302701,2425940666.67,47686257.4045,2.84740477924,0.0197090362916,3.27192758843,0.018870989574
45,xalancbmk-sphinx3-mcf-lbm-dc.B-lu.B-lu.C-sp.C,8.01229766667,0.0512346267902,2216235966.67,44463465.8703,3.09868867303,0.0254411853621,3.12008558754,0.0265123768601
