,Workload,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,ANTT:mean,ANTT:std,STP:mean,STP:std
1,bwaves-dealII-h264ref-hmmer-wrf-ep.C-ft.C-sp.B,16.8400633333,0.0436960963169,793666586.667,16594824.6748,1.2856500962,0.00695652900129,6.23004841129,0.0321653002002
2,bwaves-gobmk-gromacs-namd-tonto-bt.B-cg.B-cg.C,15.2793966667,0.140424102513,12003275273.3,52222765.0393,1.268925425,0.0151935129242,6.31412595886,0.075831217107
3,astar-gobmk-h264ref-leslie3d-namd-tonto-zeusmp-bt.C,15.675674,0.0712070523918,534053546.667,55221667.5978,1.26838229554,0.00731240122036,6.30920659109,0.0367406968041
4,calculix-gobmk-milc-wrf-bt.C-cg.C-ep.C-ua.B,15.4514966667,0.0757185827038,5949780110.0,32576223.9574,1.25970624163,0.00960931446488,6.36069818776,0.0521551246802
5,bwaves-gobmk-perlbench-ep.B-ep.C-ft.C-sp.B-ua.B,15.3847433333,0.0618190375208,928756943.333,22118719.1788,1.34222041423,0.0078154595696,5.96837768467,0.0336735937357
6,xalancbmk-bwaves-calculix-dealII-gromacs-leslie3d-sjeng-cg.B,14.6573633333,0.0970153211268,8419929580.0,120267200.139,1.3468568702,0.0148275596099,5.98343002797,0.0687394259964
7,lu.C-bzip2-dealII-gromacs-leslie3d-milc-ep.B-ft.B,14.9862093333,0.0518913505959,1551472360.0,24854600.9264,1.37125263749,0.00800758664442,5.88213627127,0.0352154143501
8,libquantum-hmmer-milc-sjeng-ep.B-ep.C-ft.B-mg.C,14.7324233333,0.0252886884595,556288790.0,34359087.6833,1.37450021772,0.00576444969002,5.86082411611,0.0217434616386
9,sp.C-astar-gamess-gobmk-h264ref-povray-bt.C-ft.B,16.976596,0.160867035998,777979956.667,35429835.9062,1.31226532508,0.0196272581745,6.11476509046,0.0849209568886
10,sphinx3-bwaves-bzip2-gobmk-povray-zeusmp-bt.C-cg.C,14.5193,0.0627106944627,6625481976.67,56042400.99,1.30140607731,0.00948946619967,6.20792332185,0.0449748057071
11,dc.B-sp.C-astar-perlbench-sjeng-tonto-wrf-bt.C,16.1276856667,0.217353248352,1087541270.0,33371497.4247,1.30843693542,0.0168327201321,6.13862754686,0.0750253418154
12,soplex-lu.C-calculix-tonto-wrf-zeusmp-ep.B-ep.C,14.8721133333,0.0719169203549,1472621236.67,46829374.5177,1.28494621628,0.0089697992627,6.23774218042,0.0402011759178
13,lu.C-sp.C-gobmk-h264ref-hmmer-leslie3d-povray-tonto,15.6983933333,0.166242926466,517813660.0,43731249.983,1.36057147574,0.0156157023727,5.89001194352,0.0634524581468
14,sphinx3-omnetpp-calculix-gobmk-gromacs-h264ref-leslie3d-ep.B,13.8675266667,0.1310851924,2297728323.33,123599656.071,1.32786068653,0.014295431493,6.04702164506,0.0633643257523
15,xalancbmk-mcf-bzip2-calculix-gobmk-milc-ft.C-mg.C,13.1828153333,0.281203325051,4283005133.33,700140405.736,1.45916236499,0.0755907723734,5.59786018571,0.194532257569
16,libquantum-dc.B-lu.C-astar-gamess-hmmer-povray-bt.B,15.028931,0.186985102975,1000693993.33,29231943.7556,1.36262438747,0.019282362938,5.90525400144,0.0683200367135
17,sphinx3-mcf-sp.C-astar-bwaves-dealII-gamess-milc,12.34781,0.127064651628,2936282700.0,239068791.924,1.50540044669,0.0251852135872,5.38630118656,0.0734670249128
18,xalancbmk-mcf-lu.C-astar-h264ref-leslie3d-povray-cg.C,11.9338003333,0.396230070581,10911808523.3,975263003.03,1.50953124235,0.0837897419652,5.38351352439,0.213165634237
19,xalancbmk-lu.B-lu.C-astar-calculix-dealII-gromacs-wrf,14.8862906667,0.158532398614,2147621500.0,201288852.971,1.35523157752,0.0157549606914,5.92615237259,0.0700593567104
