,Workload,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,ANTT:mean,ANTT:std,STP:mean,STP:std
20,libquantum-lbm-lu.C-gamess-gobmk-leslie3d-namd-povray,14.75461,0.231366039283,774747843.333,58609349.1888,1.53547625084,0.0279090577658,5.27581228517,0.087063779235
21,soplex-libquantum-lu.B-sp.C-calculix-gobmk-perlbench-bt.B,14.8936933333,0.250160802485,2069420900.0,125792434.455,1.52422619208,0.0323707913943,5.2813740835,0.111808751795
22,xalancbmk-sphinx3-soplex-sp.C-dealII-gamess-zeusmp-bt.B,14.47353,0.200333716749,2916449966.67,197697468.533,1.54478080738,0.0310464423371,5.26910270558,0.0844763504842
23,soplex-dc.B-lu.B-lu.C-bwaves-gamess-gromacs-cg.C,13.491813,0.114587201006,8087957966.67,127305892.004,1.50366925391,0.020457867346,5.40235862837,0.0695614561555
24,sphinx3-libquantum-lbm-sp.C-bzip2-gromacs-hmmer-leslie3d,12.7276066667,0.157957120553,2005431720.0,131014371.391,1.61861082407,0.0220699614586,5.07694767757,0.0640696509188
25,xalancbmk-omnetpp-libquantum-sp.C-astar-gobmk-gromacs-milc,11.2720373333,0.165858875448,3646998733.33,111831056.469,1.519105522,0.0266287268728,5.35625753463,0.0970438563752
26,xalancbmk-soplex-omnetpp-mcf-sp.C-bwaves-dealII-gamess,11.73938,0.199274906846,6653355733.33,977886209.056,1.8165320242,0.137610450799,4.70595355271,0.17375820325
27,soplex-dc.B-lu.B-lu.C-sp.C-astar-h264ref-leslie3d,10.7897163333,0.11375155812,2550928400.0,125270725.233,1.77932685971,0.0208642758952,4.56238423668,0.0492157819492
28,sphinx3-omnetpp-mcf-lbm-dc.B-dealII-leslie3d-namd,11.055439,0.171407122517,4168036530.0,231543035.462,1.69725052801,0.0263276448341,4.78467097392,0.0745270969595
29,xalancbmk-sphinx3-lbm-dc.B-sp.C-bzip2-leslie3d-povray,11.278735,0.476990809256,2955989603.33,166243033.842,1.79261550299,0.0542582225004,4.59393771628,0.176058076222
30,xalancbmk-soplex-mcf-dc.B-lu.C-astar-bzip2-dealII,10.192478,0.241795868071,5456334166.67,828171331.11,1.57136165049,0.0929471639034,5.25342361067,0.186478743516
31,soplex-omnetpp-mcf-lbm-lu.B-lu.C-calculix-milc,8.630368,0.121945305934,6314292666.67,1023084268.61,2.31044179364,0.12752587366,3.7932351312,0.0833686353987
32,xalancbmk-libquantum-lbm-lu.B-lu.C-sp.C-calculix-gamess,12.4194883333,0.0918781078404,2435873300.0,90427347.8027,1.99660936326,0.0299415324332,4.2040483032,0.0433473552545
33,xalancbmk-omnetpp-mcf-lbm-dc.B-lu.C-astar-gamess,9.772465,0.352359117658,6326555600.0,1373094450.97,1.83388610012,0.186680797359,4.58376171166,0.228593723988
34,xalancbmk-sphinx3-omnetpp-dc.B-lu.C-sp.C-bzip2-calculix,11.5373416667,0.0890353653874,4091250633.33,137000823.424,1.70375346053,0.0193345376317,4.87662474847,0.043177336305
35,xalancbmk-sphinx3-soplex-dc.B-lu.C-sp.C-bwaves-bzip2,10.240297,0.0931517175723,6080355000.0,239192175.634,2.01879018034,0.030335170008,4.37638327391,0.0486003480372
36,xalancbmk-sphinx3-omnetpp-mcf-libquantum-dc.B-sp.C-bwaves,9.675275,0.284168583869,7275511333.33,1707577336.23,2.09759398664,0.234185978511,4.04248573461,0.218620015409
37,xalancbmk-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.21173766667,0.175776553021,7130446000.0,615603794.989,2.33452652932,0.0818802176099,3.93173841576,0.0917825569924
38,xalancbmk-sphinx3-soplex-omnetpp-libquantum-lbm-sp.C-astar,8.33733266667,0.0845637369503,5261598666.67,137020754.517,2.22356425425,0.0298963499272,3.82606538474,0.0499657998982
39,sphinx3-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.35806533333,0.0514498532003,6391786000.0,417024559.869,2.26273978457,0.0537221546014,4.01287384183,0.0358811555676
40,xalancbmk-mcf-lbm-dc.B-lu.B-lu.C-sp.C-bzip2,8.59316166667,0.0532881718677,8915483000.0,104688739.089,2.65009426818,0.0291357425617,3.60300875942,0.026059967954
41,sphinx3-soplex-omnetpp-lbm-dc.B-lu.B-lu.C-sp.C,7.776237,0.0717643665687,5007000666.67,151000034.339,2.61942392066,0.0378392536626,3.17875374535,0.0344864254811
42,sphinx3-soplex-omnetpp-libquantum-dc.B-lu.B-lu.C-sp.C,9.1648,0.0519461155686,4864126000.0,143860019.599,2.30332449202,0.0194439642375,3.57612282141,0.0301472100455
43,soplex-mcf-libquantum-lbm-dc.B-lu.B-lu.C-sp.C,7.780729,0.0461714043863,4369815000.0,67395116.6307,2.58791532356,0.0223818880982,3.12939981992,0.0246856037778
44,xalancbmk-sphinx3-omnetpp-libquantum-lbm-dc.B-lu.B-lu.C,8.62034666667,0.0535710663387,4634713666.67,118914260.032,2.42449347428,0.0222040053712,3.41953337293,0.0258313795171
45,xalancbmk-sphinx3-mcf-lbm-dc.B-lu.B-lu.C-sp.C,7.57993233333,0.14787130779,5236405000.0,349991995.413,2.72161969362,0.0880307729479,3.09731147769,0.0751263834139
