,Workload,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,ANTT:mean,ANTT:std,STP:mean,STP:std
17,sphinx3-mcf-sp.C-astar-bwaves-dealII-gamess-milc,12.4788186667,0.149802103399,2653122566.67,169383929.522,1.49688137325,0.0240916555314,5.42135040741,0.0733289202846
18,xalancbmk-mcf-lu.C-astar-h264ref-leslie3d-povray-cg.C,11.9431846667,0.38160066167,7909383950.0,383069433.877,1.52130283435,0.0740116248882,5.35619127793,0.187097759553
19,xalancbmk-lu.B-lu.C-astar-calculix-dealII-gromacs-wrf,14.8100473333,0.154205017507,1849037033.33,58320086.2069,1.36168429391,0.0156807026691,5.89977798306,0.0691882958006
20,libquantum-lbm-lu.C-gamess-gobmk-leslie3d-namd-povray,14.7226166667,0.223085068229,621634236.667,49065666.1926,1.5399182488,0.0275256916811,5.26166744171,0.0841161434548
21,soplex-libquantum-lu.B-sp.C-calculix-gobmk-perlbench-bt.B,14.86204,0.2613714848,1911759733.33,116155618.129,1.52904361102,0.0314217962947,5.26806925939,0.108837326311
22,xalancbmk-sphinx3-soplex-sp.C-dealII-gamess-zeusmp-bt.B,14.57892,0.211808746023,2554119800.0,174216634.572,1.53884661033,0.0331702266616,5.29611282314,0.0913053805625
23,soplex-dc.B-lu.B-lu.C-bwaves-gamess-gromacs-cg.C,13.199723,0.078666725077,7795437333.33,106088531.163,1.5506636027,0.0165490327345,5.25236415795,0.0525354134965
24,sphinx3-libquantum-lbm-sp.C-bzip2-gromacs-hmmer-leslie3d,12.60729,0.175743190006,1445346085.67,106139137.863,1.63266867213,0.0247686535654,5.02234542359,0.0686839680583
25,xalancbmk-omnetpp-libquantum-sp.C-astar-gobmk-gromacs-milc,11.2652923333,0.206531889299,2853657566.67,95040868.6241,1.52431273206,0.0288018046187,5.34860280553,0.112026975873
26,xalancbmk-soplex-omnetpp-mcf-sp.C-bwaves-dealII-gamess,11.7539933333,0.176600304386,3932380800.0,602646343.833,1.83385093383,0.122595150343,4.66710040269,0.140965050813
27,soplex-dc.B-lu.B-lu.C-sp.C-astar-h264ref-leslie3d,10.828119,0.176344823472,2379465133.33,95459732.1048,1.78061829671,0.0244484591574,4.56784495922,0.069613440279
28,sphinx3-omnetpp-mcf-lbm-dc.B-dealII-leslie3d-namd,11.4957353333,0.184157356306,3685050050.0,99279358.5465,1.66579840842,0.0200513419665,4.90287499294,0.0712739223945
29,xalancbmk-sphinx3-lbm-dc.B-sp.C-bzip2-leslie3d-povray,11.333896,0.446535818781,2420521633.33,75650307.5948,1.79260273742,0.0523488039687,4.58476138583,0.165728746277
30,xalancbmk-soplex-mcf-dc.B-lu.C-astar-bzip2-dealII,10.0482406667,0.179974143156,3709445866.67,497972904.17,1.60211238276,0.0799123147499,5.16804570954,0.151748422625
31,soplex-omnetpp-mcf-lbm-lu.B-lu.C-calculix-milc,8.71072066667,0.0897011936617,3602911300.0,406950478.242,2.3286071485,0.121658072116,3.80335655684,0.0700976876662
32,xalancbmk-libquantum-lbm-lu.B-lu.C-sp.C-calculix-gamess,12.5380413333,0.0839574997702,2079143600.0,69649529.3177,1.98599485433,0.0286355835263,4.24979070271,0.0408270098353
33,xalancbmk-omnetpp-mcf-lbm-dc.B-lu.C-astar-gamess,9.703396,0.223488574165,3430453100.0,701415234.639,1.87697024909,0.165976122424,4.56526689544,0.170016165832
34,xalancbmk-sphinx3-omnetpp-dc.B-lu.C-sp.C-bzip2-calculix,11.5257233333,0.106414866512,3409895933.33,86067594.8919,1.71688089985,0.0234187332169,4.85069633858,0.0519861375166
35,xalancbmk-sphinx3-soplex-dc.B-lu.C-sp.C-bwaves-bzip2,10.1269136667,0.0771346936534,3005767166.67,106720932.279,2.04453548921,0.0303849058217,4.29857047558,0.0408903555598
36,xalancbmk-sphinx3-omnetpp-mcf-libquantum-dc.B-sp.C-bwaves,9.79793833333,0.259957730036,3578325000.0,798088197.57,2.1396883662,0.219870519461,4.03773514679,0.189872368326
37,xalancbmk-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.06700233333,0.0712776607688,2852458300.0,86451051.6368,2.40027677886,0.0263723080612,3.8580522094,0.0329065491552
38,xalancbmk-sphinx3-soplex-omnetpp-libquantum-lbm-sp.C-astar,8.37539766667,0.104723161233,3405701966.67,94972501.2394,2.25099615886,0.0363971781327,3.82077942761,0.0457526084921
39,sphinx3-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.285034,0.107926263503,2694200066.67,232741207.65,2.28049296031,0.0590354088308,3.93302468292,0.052145242646
40,xalancbmk-mcf-lbm-dc.B-lu.B-lu.C-sp.C-bzip2,8.47711533333,0.135346914474,2657765300.0,55782327.7594,2.69622911448,0.0416847162216,3.5088291173,0.0572580342079
41,sphinx3-soplex-omnetpp-lbm-dc.B-lu.B-lu.C-sp.C,7.726483,0.0782032377207,3362137466.67,71936110.9878,2.65900926224,0.0449340633026,3.13132460631,0.038588801642
42,sphinx3-soplex-omnetpp-libquantum-dc.B-lu.B-lu.C-sp.C,9.17701933333,0.0553095729327,3489644666.67,64270172.872,2.31830341977,0.0198146714357,3.5544895697,0.0274879801842
43,soplex-mcf-libquantum-lbm-dc.B-lu.B-lu.C-sp.C,7.808339,0.0467008669584,3963937233.33,43425699.2986,2.61599986286,0.0202364267165,3.11354717178,0.0235053397478
44,xalancbmk-sphinx3-omnetpp-libquantum-lbm-dc.B-lu.B-lu.C,8.522052,0.0593502842144,3325104700.0,90379865.1598,2.48166414897,0.023557058713,3.35456233543,0.0265646421324
45,xalancbmk-sphinx3-mcf-lbm-dc.B-lu.B-lu.C-sp.C,7.71174166667,0.22711585478,3627034600.0,165681016.52,2.72534335833,0.11569520565,3.1089950286,0.102468019051
