,Workload,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,ANTT:mean,ANTT:std,STP:mean,STP:std
1,bwaves-dealII-h264ref-hmmer-wrf-ep.C-ft.C-sp.B,17.2375566667,0.0222698024239,793114093.333,16136575.4093,1.25411033165,0.00590613218858,6.38193218906,0.0296730045401
2,bwaves-gobmk-gromacs-namd-tonto-bt.B-cg.B-cg.C,15.7418533333,0.0215122654936,11944610436.7,24967119.8474,1.2338760783,0.0139301679541,6.49647157348,0.0788384219706
3,astar-gobmk-h264ref-leslie3d-namd-tonto-zeusmp-bt.C,15.8916716667,0.0551427530808,544816576.667,61558621.4351,1.24887882183,0.00682855333268,6.40690897197,0.0354090518723
4,calculix-gobmk-milc-wrf-bt.C-cg.C-ep.C-ua.B,15.4922266667,0.0954682854844,5930125736.67,22184630.5907,1.25484218431,0.0122523675098,6.38757955668,0.0709376376082
5,bwaves-gobmk-perlbench-ep.B-ep.C-ft.C-sp.B-ua.B,15.7910233333,0.0224139398589,961673610.0,37545218.3074,1.30872267315,0.00536224963755,6.12830010739,0.0251226241291
6,xalancbmk-bwaves-calculix-dealII-gromacs-leslie3d-sjeng-cg.B,14.6425776667,0.0422248736015,12190574406.7,197945074.592,1.41180115032,0.0139919838154,5.93405656769,0.0689641926997
7,lu.C-bzip2-dealII-gromacs-leslie3d-milc-ep.B-ft.B,14.9748696667,0.0552479766507,1478535946.67,88558028.351,1.37082813639,0.0100061811708,5.86787132562,0.0412227275027
8,libquantum-hmmer-milc-sjeng-ep.B-ep.C-ft.B-mg.C,14.8975646667,0.028107812787,623414046.667,9933365.40929,1.34563416443,0.00716727218619,5.98873892152,0.0290304346075
9,sp.C-astar-gamess-gobmk-h264ref-povray-bt.C-ft.B,17.798832,0.0367489359891,692187966.667,26418516.0718,1.23899385912,0.00721034602581,6.46126103148,0.0384818393483
10,sphinx3-bwaves-bzip2-gobmk-povray-zeusmp-bt.C-cg.C,14.7645333333,0.026429238859,6663377223.33,27316554.3991,1.27779044394,0.00923208534529,6.30901228258,0.0543106116614
11,dc.B-sp.C-astar-perlbench-sjeng-tonto-wrf-bt.C,16.9004533333,0.0239534437816,1006542063.33,32978878.4652,1.25315997078,0.00561720350573,6.39387979419,0.029605896311
12,soplex-lu.C-calculix-tonto-wrf-zeusmp-ep.B-ep.C,14.8008833333,0.0378931255859,1348051513.33,7099484.20555,1.29811524702,0.0058753891658,6.20142919354,0.0290258326334
13,lu.C-sp.C-gobmk-h264ref-hmmer-leslie3d-povray-tonto,16.1878466667,0.0344271283535,540939980.0,49972539.8189,1.31522141743,0.00684122224527,6.08736809568,0.0312433624004
14,sphinx3-omnetpp-calculix-gobmk-gromacs-h264ref-leslie3d-ep.B,14.013938,0.0103841542105,2256092600.0,14596264.9625,1.32782174193,0.00693151750273,6.08218985052,0.0318292560245
15,xalancbmk-mcf-bzip2-calculix-gobmk-milc-ft.C-mg.C,12.6389306667,0.0209533326466,3450766133.33,22238545.0426,1.60667415925,0.00890903526056,5.36075292757,0.0311250488253
16,libquantum-dc.B-lu.C-astar-gamess-hmmer-povray-bt.B,15.663757,0.0422862959835,865291813.333,16201195.1687,1.31801435275,0.00640173837763,6.08951407898,0.0297836017287
17,sphinx3-mcf-sp.C-astar-bwaves-dealII-gamess-milc,12.698736,0.070798539048,2359574133.33,204372850.572,1.54315246108,0.0115484194992,5.39615182011,0.0407949967503
18,xalancbmk-mcf-lu.C-astar-h264ref-leslie3d-povray-cg.C,11.973162,0.0191343508121,13288002590.0,44978037.8219,1.59743918435,0.0106368272529,5.3889951072,0.0431577735867
19,xalancbmk-lu.B-lu.C-astar-calculix-dealII-gromacs-wrf,14.7797093333,0.031574071525,1706326566.67,29900452.8102,1.45120643182,0.00645476346162,5.78211775351,0.0283048440859
20,libquantum-lbm-lu.C-gamess-gobmk-leslie3d-namd-povray,15.8314566667,0.0627121567162,660368050.0,57683766.3049,1.41365615261,0.00763625276228,5.68545151253,0.03073587543
21,soplex-libquantum-lu.B-sp.C-calculix-gobmk-perlbench-bt.B,15.601013,0.037967418383,1735577033.33,94157177.4282,1.49625735834,0.00739353248654,5.46641720756,0.0299499923669
22,xalancbmk-sphinx3-soplex-sp.C-dealII-gamess-zeusmp-bt.B,15.187478,0.0303065200741,2669134633.33,67923823.062,1.55124629912,0.00795431337245,5.45222467685,0.0304971801495
23,soplex-dc.B-lu.B-lu.C-bwaves-gamess-gromacs-cg.C,13.159805,0.0555881586581,9189747200.0,132004817.919,1.57794362738,0.0112805767487,5.24231845947,0.0434332672635
24,sphinx3-libquantum-lbm-sp.C-bzip2-gromacs-hmmer-leslie3d,12.8881233333,0.0463004348432,1648125086.67,66380034.4725,1.62732131188,0.0121739022195,5.04041672133,0.0357313139172
25,xalancbmk-omnetpp-libquantum-sp.C-astar-gobmk-gromacs-milc,11.0463706667,0.0444851066575,3648124366.67,151281763.173,1.65394503507,0.00987255943144,5.23793175351,0.0319948428527
26,xalancbmk-soplex-omnetpp-mcf-sp.C-bwaves-dealII-gamess,12.4046573333,0.0291313994228,5306629333.33,109160038.795,1.76697893543,0.00852489151858,4.93011832148,0.0274420696486
27,soplex-dc.B-lu.B-lu.C-sp.C-astar-h264ref-leslie3d,11.417965,0.0592845157581,2624278933.33,143761443.687,1.78037979404,0.0109719986528,4.70442911407,0.0338356818803
28,sphinx3-omnetpp-mcf-lbm-dc.B-dealII-leslie3d-namd,12.3352226667,0.0722689459358,3378350400.0,205883007.518,1.64899783582,0.0168923500944,5.11687643375,0.0475713717442
29,xalancbmk-sphinx3-lbm-dc.B-sp.C-bzip2-leslie3d-povray,12.1156183333,0.0464290478975,3000017340.0,128059719.291,1.85779991658,0.0173013090467,4.78385557417,0.0380485886137
30,xalancbmk-soplex-mcf-dc.B-lu.C-astar-bzip2-dealII,10.000199,0.0225133301624,4939771633.33,57441962.7116,1.63761517432,0.00862723957152,5.15579183682,0.0292390348523
31,soplex-omnetpp-mcf-lbm-lu.B-lu.C-calculix-milc,8.76113633333,0.0562369446183,4587397000.0,254206376.713,2.39819411134,0.0246619481851,3.78982542432,0.0290943464253
32,xalancbmk-libquantum-lbm-lu.B-lu.C-sp.C-calculix-gamess,12.4781076667,0.0478794137287,3386476333.33,178679061.026,2.30428738944,0.0162424812446,4.21858803252,0.0266968180237
33,xalancbmk-omnetpp-mcf-lbm-dc.B-lu.C-astar-gamess,10.0188573333,0.0106445967044,4764434600.0,33696691.1491,1.8447945423,0.00798890182354,4.7843985417,0.0221405695991
34,xalancbmk-sphinx3-omnetpp-dc.B-lu.C-sp.C-bzip2-calculix,11.7622603333,0.0392840181159,4822048933.33,70926570.105,1.77362756942,0.0104895188914,4.88680927194,0.0339753809141
35,xalancbmk-sphinx3-soplex-dc.B-lu.C-sp.C-bwaves-bzip2,10.4677036667,0.0367393550842,4848746000.0,59270087.315,2.08702112655,0.0132925639526,4.32154897213,0.032785556976
36,xalancbmk-sphinx3-omnetpp-mcf-libquantum-dc.B-sp.C-bwaves,10.1860316667,0.0397854626884,5274341666.67,117586689.189,2.15112158887,0.0113532137566,4.17821144446,0.0263563586677
