,Workload,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,ANTT:mean,ANTT:std,STP:mean,STP:std
1,bwaves-dealII-h264ref-hmmer-wrf-ep.C-ft.C-sp.B,17.2228833333,0.0187277432347,745825503.333,12206447.0378,1.25254996212,0.00570114484308,6.38959818547,0.0293422917457
2,bwaves-gobmk-gromacs-namd-tonto-bt.B-cg.B-cg.C,15.65133,0.0272069482547,11839231693.3,13047712.8454,1.24943369842,0.0115042313761,6.40521894873,0.0578770681302
3,astar-gobmk-h264ref-leslie3d-namd-tonto-zeusmp-bt.C,15.913017,0.0439222485118,504213766.667,39135882.0435,1.25470303504,0.00579263383524,6.3773068342,0.0298234807145
4,calculix-gobmk-milc-wrf-bt.C-cg.C-ep.C-ua.B,15.1588033333,0.031332532082,5856836393.33,29185622.8199,1.28517875842,0.00752550664183,6.22897088593,0.0356979905332
5,bwaves-gobmk-perlbench-ep.B-ep.C-ft.C-sp.B-ua.B,15.83366,0.0328463305916,778543596.667,29148213.977,1.30387723585,0.00625492277681,6.15036010906,0.0291152419772
6,xalancbmk-bwaves-calculix-dealII-gromacs-leslie3d-sjeng-cg.B,14.6112293333,0.0471397185361,7111214190.0,63486344.1161,1.42040398192,0.0124006013001,5.89011875649,0.0545325280699
7,lu.C-bzip2-dealII-gromacs-leslie3d-milc-ep.B-ft.B,14.902407,0.0578573871313,1019376706.67,72504101.2265,1.38432007833,0.00884411838213,5.81279217792,0.037083994876
8,libquantum-hmmer-milc-sjeng-ep.B-ep.C-ft.B-mg.C,14.906997,0.0224713837506,406434470.0,19670921.4211,1.35520173624,0.00595784675819,5.94342950412,0.0224106056791
9,sp.C-astar-gamess-gobmk-h264ref-povray-bt.C-ft.B,17.7897206667,0.0309623347311,634207133.333,14577101.4087,1.25267361116,0.00657952749485,6.39013804017,0.0336781308602
10,sphinx3-bwaves-bzip2-gobmk-povray-zeusmp-bt.C-cg.C,14.5211966667,0.0476732653941,6552344440.0,69943961.6864,1.30519980159,0.00793928637648,6.14608632349,0.0381699836964
11,dc.B-sp.C-astar-perlbench-sjeng-tonto-wrf-bt.C,16.727151,0.025836848563,975209950.0,22216806.6375,1.26776930604,0.00613099668773,6.31838676509,0.031021618501
12,soplex-lu.C-calculix-tonto-wrf-zeusmp-ep.B-ep.C,14.6413266667,0.0279575428105,1274283210.0,14370648.093,1.31294164446,0.00586866006279,6.13566887779,0.0250596774782
13,lu.C-sp.C-gobmk-h264ref-hmmer-leslie3d-povray-tonto,16.14368,0.0790593920206,479681470.0,56225880.8732,1.32736560116,0.00743075116913,6.03309952595,0.0336719696921
14,sphinx3-omnetpp-calculix-gobmk-gromacs-h264ref-leslie3d-ep.B,14.028029,0.0251548354729,1899608936.67,17682925.7473,1.3288217384,0.00750040271965,6.07164733397,0.0340398237716
15,xalancbmk-mcf-bzip2-calculix-gobmk-milc-ft.C-mg.C,12.5750223333,0.0213158345915,2267689633.33,27126410.9403,1.63484193509,0.00997147718736,5.30724975158,0.0257768136748
16,libquantum-dc.B-lu.C-astar-gamess-hmmer-povray-bt.B,15.6357256667,0.0379629343922,857666973.333,20878081.4909,1.3258837201,0.00773516469659,6.05784314042,0.0326212985817
17,sphinx3-mcf-sp.C-astar-bwaves-dealII-gamess-milc,12.6506993333,0.0508167117361,1866391700.0,93406959.8893,1.54932770455,0.0122869833377,5.37628449309,0.0376449841914
18,xalancbmk-mcf-lu.C-astar-h264ref-leslie3d-povray-cg.C,11.8648106667,0.0311957267533,7267213866.67,20356329.4666,1.64624685762,0.0114625371905,5.24482064775,0.0301388094137
19,xalancbmk-lu.B-lu.C-astar-calculix-dealII-gromacs-wrf,14.7384286667,0.0212634902513,1051649900.0,32292644.6536,1.4561998806,0.00904158485953,5.77040528546,0.0344281546113
20,libquantum-lbm-lu.C-gamess-gobmk-leslie3d-namd-povray,15.7349633333,0.0466889198133,502851836.667,11110257.5771,1.43104857271,0.00730486221036,5.620479727,0.029584421672
21,soplex-libquantum-lu.B-sp.C-calculix-gobmk-perlbench-bt.B,15.543034,0.0395869264783,1589387000.0,41795332.8019,1.50545516485,0.00823839038759,5.43795557144,0.0287640943231
22,xalancbmk-sphinx3-soplex-sp.C-dealII-gamess-zeusmp-bt.B,15.1128586667,0.0629088315951,1937385133.33,82276738.152,1.56294286747,0.0119361697166,5.42212606549,0.0388924649799
23,soplex-dc.B-lu.B-lu.C-bwaves-gamess-gromacs-cg.C,12.902873,0.0581866152249,7452094133.33,106398463.657,1.63340679334,0.0125601403475,5.07618507302,0.0431910735912
24,sphinx3-libquantum-lbm-sp.C-bzip2-gromacs-hmmer-leslie3d,12.7935533333,0.0273954856378,1249114033.33,49778144.8175,1.64079337897,0.00924248132544,5.00549958716,0.0293102836487
25,xalancbmk-omnetpp-libquantum-sp.C-astar-gobmk-gromacs-milc,10.9739126667,0.0402744866303,1935272266.67,64197306.2669,1.68316570384,0.00916961013377,5.17534073489,0.0354642806051
26,xalancbmk-soplex-omnetpp-mcf-sp.C-bwaves-dealII-gamess,12.192527,0.0369675185129,3614713100.0,70153073.7167,1.823769802,0.0134824537624,4.81759680252,0.033684693375
27,soplex-dc.B-lu.B-lu.C-sp.C-astar-h264ref-leslie3d,11.4160973333,0.0549273850673,1934378133.33,50865783.8863,1.80322882867,0.0115431431207,4.65460374825,0.0272247525058
28,sphinx3-omnetpp-mcf-lbm-dc.B-dealII-leslie3d-namd,12.190386,0.0302623700273,2857384770.0,23749514.5822,1.66751552485,0.012026456928,5.05975480664,0.0281926810603
29,xalancbmk-sphinx3-lbm-dc.B-sp.C-bzip2-leslie3d-povray,12.0464266667,0.0566601888454,1613707253.33,102712042.904,1.87166455192,0.0124438672093,4.7586358126,0.0295447484653
30,xalancbmk-soplex-mcf-dc.B-lu.C-astar-bzip2-dealII,9.85795,0.048708120904,3496505000.0,25816258.941,1.6750786854,0.0127310441652,5.05161546648,0.0368090194188
31,soplex-omnetpp-mcf-lbm-lu.B-lu.C-calculix-milc,8.607436,0.0718976885628,2942574433.33,85876860.6362,2.46266519946,0.0223548368586,3.70950182443,0.0311394634292
32,xalancbmk-libquantum-lbm-lu.B-lu.C-sp.C-calculix-gamess,12.459089,0.071785175575,1192594900.0,77984427.3924,2.30091305393,0.0155813098074,4.19142381306,0.0323525858092
33,xalancbmk-omnetpp-mcf-lbm-dc.B-lu.C-astar-gamess,9.881285,0.0248405483702,3035501700.0,14313690.4119,1.90401068188,0.0131143257629,4.67345428096,0.0295438556113
34,xalancbmk-sphinx3-omnetpp-dc.B-lu.C-sp.C-bzip2-calculix,11.5992163333,0.0603631924106,2617790233.33,42664965.9596,1.81082130078,0.0123206794577,4.79977596774,0.0327360407067
35,xalancbmk-sphinx3-soplex-dc.B-lu.C-sp.C-bwaves-bzip2,10.3835396667,0.0504402897295,2353557733.33,53474990.2149,2.12030527653,0.0139298594065,4.27184304533,0.030041818776
36,xalancbmk-sphinx3-omnetpp-mcf-libquantum-dc.B-sp.C-bwaves,10.032367,0.0326903646457,3122871366.67,48842447.4588,2.22443208143,0.021880233399,4.09001700185,0.0303668304374
37,xalancbmk-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.26493966667,0.045191243938,2611742700.0,68606676.0516,2.37705920382,0.0178046808487,3.92937430504,0.0274928225573
38,xalancbmk-sphinx3-soplex-omnetpp-libquantum-lbm-sp.C-astar,9.104508,0.0753046434159,2389510766.67,109000316.301,2.30482780835,0.0169915489748,4.02484251725,0.032360614115
39,sphinx3-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.43770566667,0.0420624077017,2669745400.0,41568178.5218,2.20326633185,0.018436377878,3.96754400705,0.0267620421972
40,xalancbmk-mcf-lbm-dc.B-lu.B-lu.C-sp.C-bzip2,8.52950233333,0.0359410233299,2302002533.33,22814997.0932,2.75153399742,0.0201517485885,3.47849597898,0.0212996367204
41,sphinx3-soplex-omnetpp-lbm-dc.B-lu.B-lu.C-sp.C,8.22261266667,0.0422963647216,2729542433.33,45118778.8923,2.68418095769,0.02334638872,3.24322546601,0.0229357171694
42,sphinx3-soplex-omnetpp-libquantum-dc.B-lu.B-lu.C-sp.C,9.403856,0.0731245003174,2906436033.33,76628203.6314,2.41522104293,0.0189379537924,3.54320735953,0.029807785656
43,soplex-mcf-libquantum-lbm-dc.B-lu.B-lu.C-sp.C,7.93570733333,0.0272608095319,2591301500.0,49902854.5317,2.99148715838,0.0281127779642,3.01433832299,0.018546491851
44,xalancbmk-sphinx3-omnetpp-libquantum-lbm-dc.B-lu.B-lu.C,8.387655,0.0341330494145,2460318500.0,51340101.7115,2.84896255171,0.0194365114723,3.26014733889,0.0203639363648
45,xalancbmk-sphinx3-mcf-lbm-dc.B-lu.B-lu.C-sp.C,8.02472633333,0.0277359726108,2214382933.33,30145168.6159,3.0955446837,0.0218854238253,3.11703002975,0.0188435552266
