Index,Workload,IPC,hitsL3
1,bwaves-dealII-h264ref-hmmer-wrf-ep.C-ft.C-sp.B,17.24461,770498200.0
2,bwaves-gobmk-gromacs-namd-tonto-bt.B-cg.B-cg.C,15.75786,11901494210.0
3,astar-gobmk-h264ref-leslie3d-namd-tonto-zeusmp-bt.C,15.880662999999998,568695830.0
4,calculix-gobmk-milc-wrf-bt.C-cg.C-ep.C-ua.B,15.51894,5917153890.0
5,bwaves-gobmk-perlbench-ep.B-ep.C-ft.C-sp.B-ua.B,15.83134,915092650.0
6,xalancbmk-bwaves-calculix-dealII-gromacs-leslie3d-sjeng-cg.B,14.603525,12359077640.0
7,lu.C-bzip2-dealII-gromacs-leslie3d-milc-ep.B-ft.B,14.97664,1410549630.0
8,libquantum-hmmer-milc-sjeng-ep.B-ep.C-ft.B-mg.C,14.872857,524610940.0
9,sp.C-astar-gamess-gobmk-h264ref-povray-bt.C-ft.B,17.770671,673582530.0
10,sphinx3-bwaves-bzip2-gobmk-povray-zeusmp-bt.C-cg.C,14.848450000000001,6693737290.0
11,dc.B-sp.C-astar-perlbench-sjeng-tonto-wrf-bt.C,16.863295,992335620.0
12,soplex-lu.C-calculix-tonto-wrf-zeusmp-ep.B-ep.C,14.728480000000001,1330806510.0
13,lu.C-sp.C-gobmk-h264ref-hmmer-leslie3d-povray-tonto,16.26124,493221090.0
14,sphinx3-omnetpp-calculix-gobmk-gromacs-h264ref-leslie3d-ep.B,14.018394,2259371840.0
15,xalancbmk-mcf-bzip2-calculix-gobmk-milc-ft.C-mg.C,12.62295,3464669400.0
16,libquantum-dc.B-lu.C-astar-gamess-hmmer-povray-bt.B,15.743639,895129790.0
17,sphinx3-mcf-sp.C-astar-bwaves-dealII-gamess-milc,12.713499,2472190800.0
18,xalancbmk-mcf-lu.C-astar-h264ref-leslie3d-povray-cg.C,11.989044,13135892700.0
19,xalancbmk-lu.B-lu.C-astar-calculix-dealII-gromacs-wrf,14.809471,1687020500.0
20,libquantum-lbm-lu.C-gamess-gobmk-leslie3d-namd-povray,15.86742,625679470.0
21,soplex-libquantum-lu.B-sp.C-calculix-gobmk-perlbench-bt.B,15.540719999999999,1929546800.0
22,xalancbmk-sphinx3-soplex-sp.C-dealII-gamess-zeusmp-bt.B,15.160339,2696942900.0
23,soplex-dc.B-lu.B-lu.C-bwaves-gamess-gromacs-cg.C,13.155943,9258068600.0
24,sphinx3-libquantum-lbm-sp.C-bzip2-gromacs-hmmer-leslie3d,12.87221,1745338960.0
25,xalancbmk-omnetpp-libquantum-sp.C-astar-gobmk-gromacs-milc,11.078367,3562888800.0
26,xalancbmk-soplex-omnetpp-mcf-sp.C-bwaves-dealII-gamess,12.340878,5421502100.0
27,soplex-dc.B-lu.B-lu.C-sp.C-astar-h264ref-leslie3d,11.465584999999999,2514325400.0
28,sphinx3-omnetpp-mcf-lbm-dc.B-dealII-leslie3d-namd,12.225995,3189695300.0
29,xalancbmk-sphinx3-lbm-dc.B-sp.C-bzip2-leslie3d-povray,12.061233000000001,3107501200.0
30,xalancbmk-soplex-mcf-dc.B-lu.C-astar-bzip2-dealII,9.999220999999999,4894375200.0
31,soplex-omnetpp-mcf-lbm-lu.B-lu.C-calculix-milc,8.753487000000002,4255972000.0
32,xalancbmk-libquantum-lbm-lu.B-lu.C-sp.C-calculix-gamess,12.452967000000001,3277798000.0
33,xalancbmk-omnetpp-mcf-lbm-dc.B-lu.C-astar-gamess,10.020479,4770260600.0
34,xalancbmk-sphinx3-omnetpp-dc.B-lu.C-sp.C-bzip2-calculix,11.763593,4776884100.0
35,xalancbmk-sphinx3-soplex-dc.B-lu.C-sp.C-bwaves-bzip2,10.424454,4907111000.0
36,xalancbmk-sphinx3-omnetpp-mcf-libquantum-dc.B-sp.C-bwaves,10.137648000000002,5366095000.0
37,xalancbmk-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.361727,4579889000.0
38,xalancbmk-sphinx3-soplex-omnetpp-libquantum-lbm-sp.C-astar,9.073967,4595875000.0
39,sphinx3-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.494454000000001,4178481000.0
40,xalancbmk-mcf-lbm-dc.B-lu.B-lu.C-sp.C-bzip2,8.585298000000002,4906203000.0
41,sphinx3-soplex-omnetpp-lbm-dc.B-lu.B-lu.C-sp.C,8.381432,4341268000.0
42,sphinx3-soplex-omnetpp-libquantum-dc.B-lu.B-lu.C-sp.C,9.64966,4341394000.0
43,soplex-mcf-libquantum-lbm-dc.B-lu.B-lu.C-sp.C,7.971458,4912798000.0
44,xalancbmk-sphinx3-omnetpp-libquantum-lbm-dc.B-lu.B-lu.C,8.419722,5354667000.0
45,xalancbmk-sphinx3-mcf-lbm-dc.B-lu.B-lu.C-sp.C,8.139455,4716513000.0
