Index,Workload,IPC,hitsL3
1,bwaves-dealII-h264ref-hmmer-wrf-ep.C-ft.C-sp.B,16.77661,768525900.0
2,bwaves-gobmk-gromacs-namd-tonto-bt.B-cg.B-cg.C,15.35842,11946008160.0
3,astar-gobmk-h264ref-leslie3d-namd-tonto-zeusmp-bt.C,15.740464,447572920.0
4,calculix-gobmk-milc-wrf-bt.C-cg.C-ep.C-ua.B,15.07481,5909739850.0
5,bwaves-gobmk-perlbench-ep.B-ep.C-ft.C-sp.B-ua.B,15.42323,853677720.0
6,xalancbmk-bwaves-calculix-dealII-gromacs-leslie3d-sjeng-cg.B,14.57258,7734847220.0
7,lu.C-bzip2-dealII-gromacs-leslie3d-milc-ep.B-ft.B,14.920736,1041181700.0
8,libquantum-hmmer-milc-sjeng-ep.B-ep.C-ft.B-mg.C,14.763790000000002,403329330.0
9,sp.C-astar-gamess-gobmk-h264ref-povray-bt.C-ft.B,17.008020000000002,636806320.0
10,sphinx3-bwaves-bzip2-gobmk-povray-zeusmp-bt.C-cg.C,14.25205,6426407340.0
11,dc.B-sp.C-astar-perlbench-sjeng-tonto-wrf-bt.C,15.894174000000001,1015617640.0
12,soplex-lu.C-calculix-tonto-wrf-zeusmp-ep.B-ep.C,14.734199999999998,1411734730.0
13,lu.C-sp.C-gobmk-h264ref-hmmer-leslie3d-povray-tonto,15.72833,455689650.0
14,sphinx3-omnetpp-calculix-gobmk-gromacs-h264ref-leslie3d-ep.B,13.922179999999997,2059017470.0
15,xalancbmk-mcf-bzip2-calculix-gobmk-milc-ft.C-mg.C,13.004063,3553864800.0
16,libquantum-dc.B-lu.C-astar-gamess-hmmer-povray-bt.B,14.696975,921813160.0
17,sphinx3-mcf-sp.C-astar-bwaves-dealII-gamess-milc,12.294776999999998,2809362400.0
18,xalancbmk-mcf-lu.C-astar-h264ref-leslie3d-povray-cg.C,11.626068,8103233890.0
19,xalancbmk-lu.B-lu.C-astar-calculix-dealII-gromacs-wrf,14.742033000000001,1883699600.0
20,libquantum-lbm-lu.C-gamess-gobmk-leslie3d-namd-povray,14.54429,652973210.0
21,soplex-libquantum-lu.B-sp.C-calculix-gobmk-perlbench-bt.B,14.61183,1830379200.0
22,xalancbmk-sphinx3-soplex-sp.C-dealII-gamess-zeusmp-bt.B,14.575045,2455324300.0
23,soplex-dc.B-lu.B-lu.C-bwaves-gamess-gromacs-cg.C,13.211967999999997,7778634400.0
24,sphinx3-libquantum-lbm-sp.C-bzip2-gromacs-hmmer-leslie3d,12.46844,1351888949.0
25,xalancbmk-omnetpp-libquantum-sp.C-astar-gobmk-gromacs-milc,11.299188,2809508300.0
26,xalancbmk-soplex-omnetpp-mcf-sp.C-bwaves-dealII-gamess,11.788584,3515390300.0
27,soplex-dc.B-lu.B-lu.C-sp.C-astar-h264ref-leslie3d,10.884338,2446807800.0
28,sphinx3-omnetpp-mcf-lbm-dc.B-dealII-leslie3d-namd,11.428703,3741843690.0
29,xalancbmk-sphinx3-lbm-dc.B-sp.C-bzip2-leslie3d-povray,11.55682,2474280370.0
30,xalancbmk-soplex-mcf-dc.B-lu.C-astar-bzip2-dealII,10.086645,3689722800.0
31,soplex-omnetpp-mcf-lbm-lu.B-lu.C-calculix-milc,8.687962,4008446600.0
32,xalancbmk-libquantum-lbm-lu.B-lu.C-sp.C-calculix-gamess,12.595296999999999,2215706200.0
33,xalancbmk-omnetpp-mcf-lbm-dc.B-lu.C-astar-gamess,9.653782999999999,4012119200.0
34,xalancbmk-sphinx3-omnetpp-dc.B-lu.C-sp.C-bzip2-calculix,11.523974,3493004700.0
35,xalancbmk-sphinx3-soplex-dc.B-lu.C-sp.C-bwaves-bzip2,10.086906999999998,2941276000.0
36,xalancbmk-sphinx3-omnetpp-mcf-libquantum-dc.B-sp.C-bwaves,9.669027,4300971000.0
37,xalancbmk-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.003796,2967366200.0
38,xalancbmk-sphinx3-soplex-omnetpp-libquantum-lbm-sp.C-astar,8.452323,3373463300.0
39,sphinx3-soplex-mcf-libquantum-lbm-dc.B-lu.B-astar,8.442447,2403497900.0
40,xalancbmk-mcf-lbm-dc.B-lu.B-lu.C-sp.C-bzip2,8.445876,2639268300.0
41,sphinx3-soplex-omnetpp-lbm-dc.B-lu.B-lu.C-sp.C,7.682706,3303342000.0
42,sphinx3-soplex-omnetpp-libquantum-dc.B-lu.B-lu.C-sp.C,9.116983,3532592000.0
43,soplex-mcf-libquantum-lbm-dc.B-lu.B-lu.C-sp.C,7.834117,3931508400.0
44,xalancbmk-sphinx3-omnetpp-libquantum-lbm-dc.B-lu.B-lu.C,8.465436,3345660000.0
45,xalancbmk-sphinx3-mcf-lbm-dc.B-lu.B-lu.C-sp.C,7.843132,3456501800.0
