app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_sphinx3_base,1.74623,6233,361202000.0,1.6691900000000002,5481,324884000.0
01_bwaves_base,2.09711,3947,168327000.0,2.08608,6162,213232000.0
02_bzip2_base,1.40609,1771,407659000.0,1.3379299999999998,1027,395664000.0
03_gobmk_base,1.3186799999999999,960,77873300.0,1.30001,708,69823500.0
04_povray_base,2.10003,43,1547890.0,2.1535599999999997,73,3107320.0
05_zeusmp_base,1.54464,1131,27365300.0,1.55694,1765,41864300.0
06_bt.C,2.88069,2370,180701000.0,2.85912,2345,176860000.0
07_cg.C,1.7597599999999998,3670,5415540000.0,1.78856,2692,5427340000.0
