app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_xalancbmk_base,1.8039900000000002,11308,1563500000.0,0.934637,2882,544083000.0
01_lu.B,1.98436,1848,180481000.0,2.25253,7324,145006000.0
02_lu.C,2.05156,1427,119086000.0,2.14776,7018,202713000.0
03_astar_base,0.722092,1006,101856000.0,0.687234,321,99476100.0
04_calculix_base,2.0423,484,24848200.0,2.1785099999999997,213,47563900.0
05_dealII_base,2.04846,556,14710400.0,2.28913,741,59427500.0
06_gromacs_base,1.8771900000000001,2744,263357000.0,1.8401,463,415654000.0
07_wrf_base,2.26735,506,39442000.0,2.4795700000000003,1027,173097000.0
