app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_xalancbmk_base,0.850842,4554,1246750000.0,0.393798,772,147591000.0
01_sphinx3_base,0.78338,1249,189262000.0,0.904668,2051,514374000.0
02_omnetpp_base,0.482443,3354,1007240000.0,0.438644,874,1542200000.0
03_libquantum_base,1.51016,1860,363222000.0,1.53579,3034,437687000.0
04_lbm_base,1.07598,1451,182704000.0,1.23885,4717,261503000.0
05_dc.B,0.84983,2720,864716000.0,0.707202,849,896993000.0
06_lu.B,1.5166899999999999,2392,467431000.0,1.60283,3874,792205000.0
07_lu.C,1.53003,2149,426383000.0,1.59794,3441,762114000.0
