app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_xalancbmk_base,0.494088,3040,575015000.0,0.365952,486,124647000.0
01_sphinx3_base,0.92832,2752,488039000.0,0.8443459999999999,1537,533722000.0
02_mcf_base,0.322223,2693,1487450000.0,0.255191,950,731875000.0
03_lbm_base,0.980165,1096,207093000.0,1.18583,4466,309292000.0
04_dc.B,0.716009,2446,923260000.0,0.6563760000000001,697,862989000.0
05_lu.B,1.4594200000000002,3251,611522000.0,1.53251,3814,987665000.0
06_lu.C,1.4456200000000001,3110,588886000.0,1.55088,3549,819583000.0
07_sp.C,1.3327799999999999,1178,223937000.0,1.74837,3941,346740000.0
