app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
07_astar_base,0.651709,423,46280200.0,0.647043,359,55370300.0
06_lu.B,1.7843900000000001,4864,191714000.0,1.79026,3978,198843000.0
04_lbm_base,1.32644,3603,66601300.0,1.5383799999999999,5654,35500300.0
03_libquantum_base,1.7697,2353,144368000.0,1.7739,3332,240084000.0
05_dc.B,0.779259,1163,439326000.0,0.792004,783,429181000.0
00_sphinx3_base,1.12659,2723,271495000.0,1.07196,2015,238206000.0
01_soplex_base,0.64528,3258,816270000.0,0.619099,2098,688695000.0
02_mcf_base,0.362132,2923,1213760000.0,0.294336,1746,784561000.0
