app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_dc.B,1.46038,5219,509794000.0,1.45098,3795,491784000.0
01_sp.C,2.5804400000000003,4969,93909800.0,2.66983,9329,140912000.0
02_astar_base,0.7226229999999999,1197,81509700.0,0.7113970000000001,822,73100600.0
03_perlbench_base,2.40347,2076,83992600.0,2.3381,903,77037700.0
04_sjeng_base,1.6450599999999997,331,3455320.0,1.73639,510,6895840.0
05_tonto_base,2.45485,803,19531900.0,2.45099,298,20052700.0
06_wrf_base,2.55835,1401,88511800.0,2.55429,1602,97320100.0
07_bt.C,2.96306,3994,141511000.0,2.96563,2793,138986000.0
