app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
05_lu.B,1.43058,4327,255815000.0,1.39008,3420,305432000.0
06_lu.C,1.39774,4123,264793000.0,1.4013,3312,278720000.0
03_lbm_base,0.926617,1475,95550400.0,1.04796,4030,106613000.0
07_sp.C,1.2437799999999999,1401,117480000.0,1.52686,3718,110357000.0
02_libquantum_base,1.31182,1330,170165000.0,1.3554899999999999,2246,127767000.0
04_dc.B,0.613174,1961,467578000.0,0.575613,820,427583000.0
01_mcf_base,0.350111,3839,1623470000.0,0.189886,907,667189000.0
00_soplex_base,0.560295,4893,936657000.0,0.42433000000000004,1608,610412000.0
