app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
06_calculix_base,2.14701,331,23604800.0,2.0948599999999997,209,24894300.0
04_lu.B,1.5819299999999998,3743,276550000.0,1.65818,4354,259380000.0
05_lu.C,1.6023399999999999,3606,249778000.0,1.63425,3850,223363000.0
03_lbm_base,1.17923,1885,109654000.0,1.34855,4973,53516800.0
00_soplex_base,0.745757,5307,1031800000.0,0.556424,1758,693948000.0
07_milc_base,0.59683,723,28419800.0,0.6076739999999999,2404,28667800.0
02_mcf_base,0.334312,2551,1223320000.0,0.265058,1511,784843000.0
01_omnetpp_base,0.500553,2851,1065320000.0,0.444341,913,867478000.0
