app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_lu.C,2.07349,5649,107404000.0,2.10154,6199,108352000.0
01_sp.C,2.40713,5843,159693000.0,2.42983,5711,186846000.0
02_gobmk_base,1.27442,1073,64648800.0,1.24404,658,55677300.0
03_h264ref_base,2.0069999999999997,818,43084400.0,1.9592,779,35426800.0
04_hmmer_base,1.579,842,2543580.0,1.59223,868,2067790.0
05_leslie3d_base,2.33468,5277,122804000.0,2.355,5599,109283000.0
06_povray_base,2.13945,145,3136140.0,2.13167,50,3203960.0
07_tonto_base,2.40522,528,17185900.0,2.3761099999999997,361,15305100.0
