app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_xalancbmk_base,0.44094700000000003,444,154916000.0,0.514223,789,141601000.0
01_sphinx3_base,1.14392,3230,714590000.0,1.1255600000000001,2047,502764000.0
02_soplex_base,0.886518,7642,2968830000.0,0.6569020000000001,2181,1193070000.0
03_omnetpp_base,0.5094069999999999,1782,1638490000.0,0.56374,996,1549480000.0
04_libquantum_base,1.71871,2475,626544000.0,1.9058400000000002,3401,427394000.0
05_lbm_base,1.25359,1658,245797000.0,1.57453,5589,117689000.0
06_sp.C,1.68124,1524,285419000.0,2.1475,4554,395970000.0
07_astar_base,0.685643,884,254397000.0,0.655275,222,143960000.0
