app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_libquantum_base,2.2646900000000003,6263,111840000.0,2.28925,5174,113893000.0
01_hmmer_base,1.56532,558,2418810.0,1.58595,816,5544800.0
02_milc_base,0.911324,2937,25859400.0,0.912487,4287,29200000.0
03_sjeng_base,1.60333,104,3355580.0,1.59418,101,3486200.0
04_ep.B,1.3373899999999999,452,2517450.0,1.36514,455,3575700.0
05_ep.C,1.3381100000000001,497,2370180.0,1.36519,702,3912660.0
06_ft.B,3.0575200000000002,2461,362047000.0,3.07634,1830,383696000.0
07_mg.C,2.68489,6856,76185400.0,2.7048,6790,76393000.0
