app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_xalancbmk_base,0.996351,6283,3108740000.0,0.39965,789,154965000.0
01_mcf_base,0.160977,338,132346000.0,0.282672,1292,847209000.0
02_lbm_base,1.01024,870,295710000.0,1.2496200000000002,4517,232374000.0
03_dc.B,0.758252,3731,1455040000.0,0.712498,827,886140000.0
04_lu.B,1.4676200000000001,2230,879419000.0,1.58236,3848,913993000.0
05_lu.C,1.456,2070,818462000.0,1.61659,3589,746596000.0
06_sp.C,1.3753799999999998,1173,460033000.0,1.8071099999999998,4113,389203000.0
07_bzip2_base,1.31449,2407,1853310000.0,0.9347979999999999,585,735723000.0
