app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
05_bwaves_base,2.05571,3295,193090000.0,2.11501,4616,140625000.0
07_gamess_base,2.62704,392,54012500.0,2.58174,309,49751100.0
06_dealII_base,2.21215,480,27314200.0,2.24894,642,37634900.0
04_sp.C,2.17334,2428,82507400.0,2.50113,5833,70349800.0
03_mcf_base,0.5852689999999999,4742,1475420000.0,0.468408,3118,1034110000.0
01_soplex_base,0.9427700000000001,4857,967130000.0,0.8707370000000001,2194,811672000.0
02_omnetpp_base,0.717039,2559,1063320000.0,0.729171,1534,1020830000.0
00_xalancbmk_base,0.742731,1670,410258000.0,0.7605770000000001,1897,288463000.0
