app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
06_gromacs_base,1.85202,1263,145680000.0,1.82587,494,147627000.0
04_astar_base,0.70319,464,67837600.0,0.673423,323,56474600.0
05_gobmk_base,1.2912,1255,70603600.0,1.24674,637,55066200.0
03_sp.C,2.1219799999999998,2397,106117000.0,2.4550400000000003,5981,138596000.0
02_libquantum_base,2.2913799999999998,1794,134071000.0,2.33993,5222,147333000.0
00_xalancbmk_base,1.2992700000000001,7100,1024310000.0,0.747842,1781,292545000.0
07_milc_base,0.9383450000000001,1259,25319100.0,0.998928,4351,25023600.0
01_omnetpp_base,0.8018029999999999,5813,1235570000.0,0.72528,1388,1026700000.0
