app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_xalancbmk_base,1.0583,5452,781887000.0,0.895233,2520,415942000.0
01_sphinx3_base,1.57985,5090,478274000.0,1.52021,4185,468352000.0
02_soplex_base,1.0277100000000001,5413,1327780000.0,0.9760260000000001,3389,1260310000.0
03_sp.C,2.14998,1977,177529000.0,2.53881,6304,243793000.0
04_dealII_base,2.2913,859,103817000.0,2.28087,618,67236900.0
05_gamess_base,2.64148,455,93372000.0,2.60067,304,97209300.0
06_zeusmp_base,1.36437,361,19242300.0,1.49294,1281,68167300.0
07_bt.B,2.3306400000000003,383,40605000.0,2.85558,1454,75932400.0
