app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
05_astar_base,0.696353,473,64420400.0,0.687475,444,53211300.0
06_bzip2_base,1.39276,1106,383663000.0,1.28409,912,331309000.0
04_lu.C,2.0443599999999997,2640,134405000.0,2.08351,5835,127560000.0
07_dealII_base,2.13448,201,16223400.0,2.29458,637,26973400.0
03_dc.B,1.19258,1975,456213000.0,1.1755799999999998,1904,457296000.0
01_soplex_base,1.0472299999999999,7234,1024790000.0,0.937941,4380,867379000.0
00_xalancbmk_base,1.1194600000000001,4597,776222000.0,0.8673379999999999,2580,444230000.0
02_mcf_base,0.45942200000000005,2211,833786000.0,0.541876,3384,1167690000.0
