app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
05_leslie3d_base,2.3195099999999997,4503,125082000.0,2.34326,6018,128668000.0
03_astar_base,0.689796,808,52223900.0,0.685929,421,52907500.0
04_h264ref_base,2.01484,673,32499500.0,1.98662,572,32525400.0
06_povray_base,2.07267,221,4551000.0,2.1297599999999997,0,1449080.0
02_lu.C,2.07662,3886,124870000.0,2.06323,6338,137724000.0
07_cg.C,1.3518299999999999,3005,5466960000.0,1.34759,2550,5413620000.0
01_mcf_base,0.648626,4837,1577050000.0,0.515275,2999,1135040000.0
00_xalancbmk_base,0.933723,3520,661125000.0,0.7944359999999999,2006,384760000.0
