app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
00_xalancbmk_base,1.07339,4781,823736000.0,0.7997,2450,406506000.0
01_mcf_base,0.745505,6278,1724260000.0,0.55176,3098,1199320000.0
02_lu.C,2.01308,1620,181296000.0,2.09543,5655,254288000.0
03_astar_base,0.693209,745,105541000.0,0.682334,308,106571000.0
04_h264ref_base,2.01884,647,67516200.0,1.99816,456,67089800.0
05_leslie3d_base,2.0739400000000003,1746,99482900.0,2.3489299999999997,4807,246856000.0
06_povray_base,1.66894,22,2153130.0,2.15904,0,14861900.0
07_cg.C,1.53952,4121,7125120000.0,1.35369,3260,10840400000.0
