app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
07_bzip2_base,1.18771,1871,348983000.0,0.937107,749,242794000.0
04_lu.B,1.5326799999999998,3157,212316000.0,1.55948,3822,304912000.0
05_lu.C,1.50868,3396,230923000.0,1.6075700000000002,3800,228522000.0
02_lbm_base,1.04749,1555,93078300.0,1.26357,4639,76277000.0
06_sp.C,1.42231,1520,153580000.0,1.8084,4215,116770000.0
03_dc.B,0.713076,3668,486885000.0,0.669662,876,433154000.0
00_xalancbmk_base,0.8729530000000001,5638,981157000.0,0.39965,789,154965000.0
01_mcf_base,0.160977,338,132346000.0,0.24269200000000002,1261,759883000.0
