app,IPC-hg,OccupL3-hg,HitsL3-hg,IPC-np,OccupL3-np,HitsL3-np
05_ep.C,1.37125,775,1979090.0,1.37754,1167,2787960.0
00_bwaves_base,2.12265,5955,113280000.0,2.1248400000000003,6593,112560000.0
04_wrf_base,2.50142,1303,88048800.0,2.48538,1157,86573600.0
06_ft.C,2.83109,3221,376882000.0,2.8216799999999997,2423,379201000.0
07_sp.B,2.4839900000000004,6052,73799500.0,2.4815099999999997,5900,73208700.0
03_hmmer_base,1.59192,791,2376500.0,1.59574,1515,3452630.0
02_h264ref_base,2.07275,1158,43638700.0,2.0183400000000002,774,38694800.0
01_dealII_base,2.334,1014,49391400.0,2.29307,705,51236700.0
