interval,hitsperOccupL3(KB)
0,10.194602272727273
1,16.319444444444443
2,15.664366883116884
3,17.393092105263158
4,34.238839285714285
5,148.9516129032258
6,132.05989583333334
7,196.90780386740332
8,433.8881578947368
9,323.96122685185185
10,480.667701863354
11,615.2734375
12,812.1597782258065
13,1305.6050531914893
14,29.55352011494253
15,138.2376893939394
16,177.0875
17,12.493055555555555
18,41.17265625
19,102.64299242424242
20,42.04847440944882
21,543.703125
22,260.3481543624161
23,255.3757225433526
24,563.4166666666666
25,966.3826650943396
26,822.4429347826087
27,1038.0082070707072
28,364.19394841269843
29,154.96354166666666
30,99.41300675675676
31,216.6199024822695
32,203.20358187134502
33,234.19306506849315
34,701.0282258064516
35,773.5734732824427
36,711.3392857142857
37,1045.7893041237114
38,603.8608870967741
39,210.90060763888889
40,122.56818181818181
41,218.07217261904762
42,287.86328125
43,231.34201388888889
44,502.99814356435644
45,599.9294969512196
46,982.1196933962265
47,768.5820895522388
48,410.4635761589404
49,195.45847602739727
50,112.40625
51,118.09848484848484
52,283.4327651515151
53,419.4315732758621
54,326.10357142857146
55,718.045594262295
56,733.0215827338129
57,607.3456554878048
58,519.6587423312883
59,567.6291666666667
60,96.43663194444444
61,32.05659722222222
62,181.02257853403142
63,173.58455882352942
64,213.070406626506
65,298.33618721461187
66,445.224609375
67,393.23450854700855
68,523.7614528795812
69,513.5316780821918
70,52.93877551020408
71,100.23046875
72,84.23347107438016
73,189.7939189189189
74,200.89488636363637
75,221.61662011173183
76,600.764100609756
77,812.2256097560976
78,1015.4261363636364
79,1035.7429846938776
80,122.7046875
81,123.30078125
82,82.64020270270271
83,831.45625
84,1072.5986842105262
85,1354.8214285714287
86,2128.4375
87,4167.940340909091
88,4129.6875
89,3994.5703125
90,1813.8863636363637
91,273.3383620689655
92,182.45404411764707
93,150.04166666666666
94,325.97083333333336
95,350.49233490566036
96,320.3080035971223
97,377.26058467741933
98,786.8229166666666
99,895.7702850877193
100,693.9780405405405
101,330.61987704918033
102,26.904433139534884
103,75.49283854166667
104,75.52734375
105,314.7735507246377
106,232.5084918478261
107,182.86887886597938
108,562.2125
109,583.8154069767442
110,665.260761589404
111,694.281914893617
112,90.29424504950495
113,34.675646551724135
114,24.716614906832298
115,182.41096368715083
116,199.11903266331657
117,179.6327319587629
118,300.0523952095808
119,620.0609276729559
120,533.9221256684492
121,497.4611398963731
122,516.8881578947369
123,55.84825211864407
124,60.13229166666667
125,97.08104838709677
126,218.79849137931035
127,270.58653846153845
128,218.6280487804878
129,980.2001404494382
130,1020.5383663366337
131,919.9831081081081
132,1066.1823453608247
133,486.58877840909093
134,32.790625
135,139.45625
136,214.2201086956522
137,607.953125
138,335.6456367924528
139,420.42025862068965
140,1003.4044471153846
141,999.3598300970874
142,1347.0065789473683
143,997.319972826087
144,76.03977272727273
145,129.07700892857142
146,31.396215596330276
147,390.439453125
148,680.1171875
149,304.0982824427481
150,658.8864436619718
151,1285.921875
152,1040.5186855670104
153,1076.328125
154,572.7197265625
155,42.21078431372549
156,86.81770833333333
157,99.78633720930233
158,415.0992647058824
159,345.28799019607845
160,326.49532710280374
161,650.003094059406
162,820.955
163,1641.8402777777778
164,785.3052325581396
165,786.6539634146342
