interval,hitsperOccupL3(KB)
0,15.722537878787879
1,20.12298387096774
2,54.396205357142854
3,8.694602272727273
4,51.8873502994012
5,288.5987103174603
6,232.28085443037975
7,103.86413043478261
8,295.39809782608694
9,10.341346153846153
10,117.93478260869566
11,580.015756302521
12,207.88810483870967
13,106.94502737226277
14,201.06408898305085
15,314.3823099415205
16,177.44670758928572
17,146.74666262135923
18,171.28984375
19,194.1793592436975
20,252.63665254237287
21,134.10022522522522
22,125.58312908496733
23,239.68408469945356
24,202.78477822580646
25,141.181884765625
26,192.0105198019802
27,330.0594429347826
28,604.5294540229885
29,422.15384615384613
30,295.62609649122805
31,270.1055871212121
32,378.86805555555554
33,1832.3641304347825
34,569.0870535714286
35,586.04296875
36,488.3025568181818
37,540.1539634146342
38,1808.85
39,717.1979166666666
40,478.6373106060606
41,586.009765625
42,3010.1125
43,1752.717803030303
44,1246.2239583333333
45,3636.590909090909
46,2212.0208333333335
47,943.5845588235294
48,693.9802631578947
49,2284.4084821428573
50,2126.229910714286
51,799.8893581081081
52,1241.4903846153845
53,573.4939903846154
54,2237.0723684210525
55,1788.778409090909
56,648.9309895833334
57,564.866935483871
58,1245.6875
59,907.052734375
60,588.6819444444444
61,742.4459459459459
62,695.4934895833334
63,446.4723011363636
64,308.10267857142856
65,904.1815476190476
66,239.36825980392157
67,308.0612980769231
68,241.38692434210526
69,580.9322916666666
70,859.3375
71,653.3556547619048
72,348.87916666666666
73,357.319375
74,364.5015243902439
75,786.8582589285714
76,342.6089285714286
77,333.52982954545456
78,298.82193396226415
79,399.84300595238096
80,913.0034722222222
81,243.275
82,296.806640625
83,316.8969414893617
84,320.19591346153845
85,490.8996212121212
86,436.5875
87,249.58026960784315
88,225.71055327868854
89,245.45182291666666
90,390.13693181818184
91,987.6371951219512
92,418.4959677419355
93,321.8112331081081
94,388.9955357142857
95,467.1467391304348
96,1050.749080882353
97,463.36689814814815
98,547.2352941176471
99,276.6766975308642
100,369.09134615384613
101,498.25613839285717
102,136.57190533980582
103,94.48809523809524
104,228.82684426229508
105,479.73809523809524
106,184.41110436893203
107,79.15671296296296
108,263.5752952755906
109,322.45089285714283
110,203.15253712871288
111,94.13248966942149
112,168.6775841346154
113,450.0654761904762
114,402.14800347222223
115,482.857421875
116,1436.0104166666667
117,521.9973214285715
118,917.4330357142857
119,4281.40625
120,1181.830357142857
121,784.1920731707318
122,1085.908203125
123,561.0060483870968
124,1231.2571022727273
125,1268.8815789473683
126,340.60859375
127,945.095703125
128,788.2578125
129,1173.469827586207
130,2386.90625
131,742.9745065789474
132,946.659375
133,421.89039179104475
134,309.7376302083333
135,511.6390931372549
136,313.9322331460674
137,137.22523584905662
138,143.66107954545456
139,135.34641959798995
140,498.6151960784314
