app,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,progress:mean,progress:std,slowdown:mean,slowdown:std
00_libquantum_base,2.4548333333333336,0.0008753475500240803,100984566.66666669,1914742.2916239472,0.745808403851529,0.008886955274373174,1.3408269400502408,0.015977118232195824
01_dc.B,1.1648666666666667,0.02368471518370736,468545333.3333333,1972741.8313943932,0.6564712556661174,0.017771767605106265,1.5232959423109942,0.041238152084942234
02_lu.C,2.1075666666666666,0.021050003167062382,119970333.33333331,6781394.571423588,0.7244563455097731,0.008205726701700798,1.3803454220507063,0.01563480996128446
03_astar_base,0.690729,0.002853002103048641,60155166.66666666,4151948.8247488476,0.7647930926814578,0.010136523800301347,1.307543189876203,0.01733010246945633
04_gamess_base,2.609856666666667,0.010622760156067305,45676800.0,2926933.752239705,0.7678992633450668,0.016182650834077602,1.3022541467794526,0.027443605119193415
05_hmmer_base,1.5983133333333337,0.0012192757413044455,2337780.0,260583.9743729457,0.8061432414256894,0.004957392882881269,1.2404743333597499,0.007628320025010562
06_povray_base,2.1732400000000003,0.005104086598011534,2727760.0,686582.8754054386,0.7891136372438904,0.005802961587624673,1.2672446055965592,0.009319027604294955
07_bt.B,2.83632,0.016965517970282715,57269233.33333334,18868071.06578024,0.8031579006982948,0.013383723788217103,1.2450851807976533,0.020747945252247362
