app,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,progress:mean,progress:std,slowdown:mean,slowdown:std
00_libquantum_base,2.284456666666667,0.003450584491551381,97845166.66666669,1763356.618308766,0.6940458878001159,0.00833266416595241,1.4408269216458471,0.017298462638244978
01_hmmer_base,1.5881166666666664,0.0029537151747136762,2258300.0,72755.78602420566,0.8010003362474779,0.0051097173896746725,1.2484389266111855,0.00796400426388965
02_milc_base,0.9287903333333332,0.014348904290339729,27260700.0,67769.97860409874,0.6217191167676694,0.014001720794542554,1.608443383885348,0.03622371351886183
03_sjeng_base,1.5906466666666663,0.00426364085416823,2293960.0,371785.9324934175,0.7213479035751914,0.004311686038094905,1.386293624815065,0.008286241406109581
04_ep.B,1.3589966666666669,0.0006760424049815724,2453356.666666666,108752.2746122274,0.7844212065532137,0.005411136011954562,1.2748253000375276,0.008794067565173458
05_ep.C,1.3584333333333334,0.0033532720338996136,2529753.333333333,191077.41162506194,0.7940370744177166,0.0040223491919119635,1.2593870389909945,0.00637966991944879
06_ft.B,3.091733333333333,0.01476585701316853,215003000.0,19579136.753187053,0.7918648420445125,0.010211008894740387,1.2628417716060032,0.016284203916952986
07_mg.C,2.705823333333333,0.0055254351261536366,56790233.33333334,544681.9285907439,0.7349931367187358,0.006506115022743333,1.3605569222922909,0.012043568013357833
