interval,hitsperOccupL3(KB)
0,11.51736111111111
1,18.40049342105263
2,544.90625
3,13.932692307692308
4,53.90382922535211
5,242.03125
6,179.1466836734694
7,82.18082264957265
8,1022.3710664335664
9,14.979166666666666
10,13.584224598930481
11,182.62920673076923
12,236.50044326241135
13,113.68725775193798
14,44.19983277591973
15,71.45371563573883
16,2008.979458041958
17,137.64772727272728
18,182.8793103448276
19,118.84539473684211
20,158.0378919860627
21,170.0301816239316
22,61.02751865671642
23,88.09348516949153
24,165.62760416666666
25,206.11196319018404
26,908.59375
27,476.74453883495147
28,69.030875748503
29,980.5040322580645
30,465.31007751937983
31,458.5576923076923
32,52.17347756410256
33,51.317567567567565
34,105.13782514450867
35,324.6051356589147
36,108.57848282442748
37,73.83085317460318
38,73.28921979865771
39,169.40748762376236
40,250.81276260504202
41,108.86517137096774
42,79.09475806451613
43,124.58101851851852
44,745.6828193832599
45,1575.2068014705883
46,189.0511853448276
47,67.98043893129771
48,109.37070610687023
49,242.3203125
50,255.2055785123967
51,537.0127118644068
52,421.0760613207547
53,1107.4977517985612
54,660.4371995192307
55,1911.2269467213114
56,128.37002212389382
57,102.84229651162791
58,71.48118279569893
59,225.84206586826346
60,1899.5058139534883
61,528.171106557377
62,68.24572841726619
63,107.010195035461
64,230.25125628140702
65,183.9093237704918
66,100.91080729166667
67,422.88504464285717
68,951.464608433735
69,149.046875
70,175.32418478260868
71,293.5192307692308
72,361.25244140625
73,232.62255859375
74,714.4255239520958
75,1552.1946022727273
76,1135.1625
77,327.11240310077517
78,871.6129658385094
79,235.11363636363637
80,1163.3349609375
81,85.59954637096774
82,80.8469012605042
83,146.70876024590163
84,250.2622487437186
85,105.22619047619048
86,69.61759259259259
87,83.14829545454545
88,114.80995475113122
89,335.75
90,137.39401041666667
91,77.9730235042735
92,58.442154255319146
93,110.939869133574
94,283.98641304347825
95,93.73394691780823
96,66.81098790322581
97,148.67211538461538
98,211.05654761904762
99,153.2104007633588
100,71.28028100775194
101,73.26977848101266
102,710.7083333333334
103,341.67109929078015
104,167.42542016806723
105,78.92379807692308
106,82.7508445945946
107,237.2408536585366
108,1701.280737704918
109,687.1979166666666
110,259.0625
111,268.9423076923077
112,631.4548319327731
113,1396.2141393442623
114,465.51339285714283
115,756.2467105263158
116,239.2068829113924
117,733.0434782608696
118,262.1807795698925
119,143.54450757575756
120,74.55056818181818
121,77.20364932885906
122,116.19557119205298
123,345.99042338709677
124,520.4956896551724
125,69.87639925373135
126,167.39910714285713
127,171.68634259259258
128,1555.503048780488
129,509.09455128205127
130,104.16751453488372
131,57.96285635964912
132,277.0500578703704
133,290.370802238806
134,485.12609649122805
135,238.9077868852459
136,152.14122928176795
137,661.5446428571429
138,1381.6214139344263
