app,IPC:mean,IPC:std,hitsL3:mean,hitsL3:std,progress:mean,progress:std,slowdown:mean,slowdown:std
00_xalancbmk_base,0.3796973333333333,0.014034006282360484,158471333.33333334,15514178.590351902,0.16404777883709742,0.006180765148974346,6.095785063892996,0.22966855233048775
01_libquantum_base,1.5076766666666668,0.01844702234327613,178586666.66666666,33000255.791937936,0.4650791904405936,0.0074320774103498926,2.1501714558603413,0.034360257422698
02_lbm_base,1.1357933333333332,0.0008082903768656113,95652933.33333331,8917778.831824288,0.47420485257728806,0.007304704865533918,2.108793266380621,0.032484088573988296
03_lu.B,1.56862,0.02856422937871765,242414333.3333333,29751510.219370946,0.5217324783140864,0.010921379567035485,1.9166911042827457,0.040121924420489126
04_lu.C,1.5209833333333336,0.03096268776016272,261628333.3333333,23814204.80161648,0.5317361264061213,0.011776467689829437,1.8806320472501339,0.04165073885535423
05_sp.C,1.6202866666666669,0.06501236215777231,159919000.0,20787594.473627776,0.4992353601510177,0.0226267659519849,2.003063243952716,0.09078452134126008
06_calculix_base,2.078276666666667,0.014505689688302868,22952066.66666667,1006341.4546431705,0.7570859592243149,0.012918962275888148,1.320853976772422,0.02253913507438842
07_gamess_base,2.48348,0.010459082177705864,49946700.0,346711.59484505275,0.7401324808570328,0.008196467728778405,1.3511094646759116,0.014962625491641329
